MEMS 1	MEMS 2	MEMS 3	MEMS 4bis	MEMS 4	MEMS 5	MEMS 6	MEMS 7	MEMS 8	MEMS 15bis	MEMS 9	MEMS 10bis	MEMS 11bis	MEMS 17bis	MEMS 18bis	MEMS 19bis
6.681	-6.421	5.248	-1.221	0.834	-9.850	0.088	11.618	-1.325	-7.032	4.219	9.464	6.261	1.407	-10.949	11.543
10.680	-6.433	4.245	0.775	-2.171	-9.853	1.067	9.604	1.667	-6.046	5.220	6.447	4.252	1.410	-12.958	11.553
13.679	-5.444	1.242	2.771	-7.175	-9.855	2.045	6.591	5.660	-5.059	7.219	3.429	3.244	-1.589	-15.967	11.563
15.678	-4.455	0.239	2.768	-10.179	-9.858	2.024	3.578	7.653	-4.073	7.219	1.411	3.235	-1.586	-15.976	11.571
18.677	-0.467	-1.764	4.765	-12.183	-8.861	2.003	0.564	8.646	-1.086	10.218	-0.606	2.226	-4.584	-17.984	9.581
20.677	1.523	-2.767	5.762	-12.187	-7.863	1.982	-4.450	8.639	-0.100	10.219	-1.624	1.218	-4.582	-18.993	7.590
21.676	3.511	-3.770	5.758	-15.191	-7.865	1.961	-4.464	9.632	0.887	13.218	-1.641	1.210	-5.579	-21.002	5.600
22.675	5.501	-4.772	4.754	-15.195	-6.867	0.940	-7.477	9.625	0.874	14.218	-1.659	1.201	-5.578	-22.011	3.610
22.674	7.489	-4.775	2.752	-14.199	-5.870	0.918	-10.491	9.618	-0.140	15.218	-1.676	1.192	-5.575	-22.020	1.619
21.673	9.479	-4.778	1.748	-13.203	-3.872	0.897	-11.505	8.611	-1.153	16.218	-1.693	1.185	-4.573	-21.029	-1.371
21.672	10.467	-4.781	-0.255	-11.207	-2.874	0.876	-11.517	8.604	-3.166	17.219	-1.710	1.176	-4.571	-20.037	-4.361
18.672	11.456	-4.784	-2.259	-8.211	-1.876	0.856	-11.531	8.597	-5.179	18.218	-1.728	2.168	-3.568	-19.046	-6.352
18.670	11.445	-3.786	-4.262	-5.215	0.121	0.835	-10.544	7.590	-7.192	19.219	-1.746	2.160	-2.566	-17.055	-8.343
16.669	11.434	-3.789	-6.265	-2.219	1.120	0.813	-9.557	7.583	-10.205	19.219	-0.762	2.151	-0.564	-15.063	-10.333
13.668	11.423	-2.792	-8.268	0.777	1.117	1.793	-7.571	7.576	-13.218	19.219	-0.780	2.143	0.438	-13.072	-12.324
11.667	9.412	-1.795	-10.272	3.773	2.116	1.772	-5.584	7.569	-17.231	19.219	-0.796	2.135	2.440	-12.080	-12.314
10.667	9.401	-0.798	-10.275	5.769	2.113	1.752	-3.597	8.563	-17.244	18.220	1.186	2.127	3.442	-10.089	-12.304
8.666	8.390	1.199	-10.279	8.765	3.112	0.731	-1.610	9.556	-17.257	16.220	1.168	1.118	5.445	-8.098	-12.295
7.665	6.379	1.197	-10.281	9.762	3.109	0.710	1.378	9.549	-18.270	16.220	2.152	1.111	6.447	-7.106	-10.285
5.664	4.369	1.194	-10.284	9.758	3.107	0.689	5.364	10.543	-14.283	14.221	5.134	1.102	8.450	-7.115	-6.275
3.664	3.357	1.191	-9.288	9.754	4.106	-0.331	5.352	10.536	-12.296	14.221	7.118	1.094	8.452	-6.123	-3.266
2.663	2.347	1.188	-9.291	8.750	4.103	-1.351	8.339	10.529	-9.308	12.222	8.101	1.086	10.454	-5.133	-3.256
0.662	2.335	1.185	-8.294	8.747	4.102	-2.371	8.326	9.523	-9.321	11.222	11.083	1.078	10.457	-5.142	-0.247
-0.339	1.325	0.182	-7.297	7.743	3.100	-2.393	8.313	8.516	-2.333	10.223	13.067	1.070	11.459	-5.150	6.763
-2.339	1.313	-0.820	-6.300	7.739	3.099	-2.413	8.301	8.510	0.654	10.223	15.050	1.062	12.461	-5.159	9.772
-3.340	0.303	-1.823	-5.304	7.736	2.096	-2.433	7.288	4.505	3.642	9.224	16.033	1.054	13.464	-6.167	12.782
-4.341	0.291	-2.826	-5.307	7.732	1.095	-2.453	5.276	2.498	3.629	9.225	17.016	2.046	13.466	-6.176	14.792
-3.343	0.281	-3.829	-4.309	7.728	-0.907	-1.473	3.263	-0.508	6.617	9.225	18.000	2.038	14.468	-6.184	17.802
-3.343	-0.730	-4.831	-3.313	7.725	-1.908	-0.494	1.251	-3.514	6.604	8.227	17.983	1.030	14.471	-7.193	18.811
-1.344	-1.741	-4.833	-3.316	8.721	-2.910	0.486	-0.762	-6.521	4.592	8.227	16.966	1.022	14.473	-8.201	20.821
0.655	-3.752	-4.836	-2.319	8.718	-4.912	1.466	-4.774	-9.527	2.580	8.228	16.949	1.015	14.476	-8.210	20.831
2.654	-4.763	-5.839	-1.322	9.714	-5.913	3.447	-4.786	-12.533	0.568	8.229	15.932	0.007	13.478	-9.218	20.841
4.654	-4.774	-4.842	-1.325	9.711	-7.915	4.427	-6.798	-17.539	-2.445	8.230	13.916	-2.002	12.480	-11.227	20.850
7.653	-6.784	-4.845	-1.328	9.708	-7.916	7.406	-7.810	-17.545	-5.457	8.232	12.899	-2.009	10.483	-12.235	19.859
10.652	-8.796	-4.847	-0.331	8.705	-8.918	7.387	-9.822	-18.551	-11.468	9.232	9.882	-3.017	6.485	-12.244	16.869
13.652	-8.806	-2.849	-1.334	7.702	-7.919	8.367	-9.834	-19.557	-11.481	9.234	8.867	-3.025	6.488	-12.252	13.879
18.651	-9.817	-2.852	-1.338	4.698	-6.921	10.348	-9.846	-19.563	-14.493	12.234	8.850	-3.032	1.491	-12.261	13.889
18.650	-9.828	-1.855	-1.340	3.695	-6.921	11.327	-9.858	-17.569	-14.505	12.236	8.834	-3.040	1.493	-12.269	9.899
21.649	-9.839	-1.857	-3.343	1.692	-4.923	11.308	-8.869	-15.575	-14.517	14.237	11.817	-3.048	-3.505	-12.278	6.908
23.649	-7.849	-0.860	-3.346	1.688	-2.924	11.288	-7.881	-13.580	-13.528	14.238	14.800	-2.055	-5.502	-11.287	5.918
24.647	-6.861	-0.862	-4.349	-1.315	-0.925	10.269	-6.893	-9.586	-11.540	18.239	17.785	-0.063	-6.500	-9.295	3.928
25.646	-4.871	-0.865	-5.351	-3.318	0.074	9.250	-5.904	-6.592	-10.552	19.241	22.768	0.929	-6.498	-8.304	2.938
25.646	-1.882	-0.867	-5.354	-4.321	2.072	8.231	-4.916	-1.598	-8.563	21.243	26.752	2.922	-6.494	-6.312	1.947
25.645	0.108	-1.870	-5.358	-5.324	3.071	7.211	-3.927	1.397	-6.575	21.244	30.736	4.914	-5.492	-4.320	1.957
23.644	2.096	-2.873	-5.361	-6.327	4.070	5.191	-2.938	5.391	-5.586	22.246	34.719	7.908	-4.490	-2.329	1.967
22.644	6.086	-2.874	-4.364	-7.330	4.069	3.172	-1.950	9.386	-5.597	22.247	37.704	9.900	-0.487	-1.337	1.977
20.643	6.075	-3.877	-4.366	-7.334	4.068	1.154	-1.961	11.380	-5.609	21.249	39.687	11.892	-0.484	-0.345	3.987
17.642	8.065	-4.880	-2.369	-7.337	4.067	-0.866	-0.972	15.375	-5.620	17.250	39.671	15.885	2.518	0.646	3.996
14.642	9.053	-5.882	-2.372	-7.340	3.067	-4.885	0.017	15.369	-6.631	17.252	37.655	15.878	5.521	0.638	5.006
11.641	8.043	-5.885	-1.375	-7.343	1.065	-4.904	1.006	15.364	-9.642	15.255	34.639	16.870	9.523	0.630	7.016
7.641	7.032	-6.888	-1.378	-7.345	0.065	-5.923	0.995	14.359	-9.653	12.256	21.624	17.863	11.527	-0.379	7.026
4.639	5.022	-6.889	-2.380	-6.348	-0.936	-7.941	1.984	10.354	-12.664	5.258	21.607	17.856	12.529	-4.387	7.036
1.638	3.011	-6.892	-3.383	-5.351	-1.937	-7.961	1.973	7.348	-12.675	2.260	14.591	16.848	13.531	-6.395	7.046
-2.362	1.000	-5.894	-4.386	-4.354	-2.937	-7.979	0.963	4.343	-14.686	-0.738	-3.424	16.841	14.535	-6.404	7.055
-4.363	-2.011	-5.897	-5.389	-3.357	-2.938	-6.998	-0.048	0.338	-15.697	-3.736	-12.440	14.834	14.537	-11.412	5.065
-6.364	-4.021	-4.899	-7.391	-2.360	-3.939	-5.016	-1.058	-3.667	-16.708	-5.734	-19.455	10.827	14.539	-14.420	4.075
-8.364	-5.032	-3.901	-8.393	-1.362	-3.940	-3.035	-1.069	-6.672	-16.718	-7.732	-25.472	7.820	13.543	-16.429	2.085
-8.365	-7.042	-2.903	-9.396	-0.365	-3.940	-1.054	-3.079	-9.677	-15.729	-8.730	-30.488	4.812	13.545	-18.438	0.095
-9.365	-7.053	-1.906	-10.399	0.633	-3.940	0.928	-5.090	-9.682	-15.739	-8.728	-33.503	2.806	12.548	-20.446	-0.895
-7.366	-7.063	-0.908	-10.402	0.631	-2.940	2.910	-6.100	-12.686	-14.750	-8.725	-34.519	0.798	10.551	-21.454	-2.885
-5.368	-7.075	0.089	-8.405	0.628	-2.941	4.891	-7.111	-12.691	-14.760	-7.722	-33.534	-0.209	9.554	-22.462	-3.875
-4.368	-5.085	1.088	-8.407	-0.375	-3.942	5.872	-8.120	-12.696	-13.771	-5.720	-30.549	-1.215	7.556	-22.470	-5.865
-2.369	-3.096	2.085	-4.409	-3.377	-3.942	6.854	-9.130	-10.701	-12.781	-1.717	-26.565	-1.223	6.559	-22.479	-5.855
-0.369	-1.106	2.083	-4.412	-3.380	-3.943	6.837	-8.140	-8.705	-11.791	-1.715	-22.580	-0.229	4.562	-21.487	-6.845
1.630	4.883	3.080	-1.415	-7.382	-5.942	6.819	-6.150	-5.710	-9.801	0.288	-10.596	1.764	-0.436	-19.495	-6.835
2.630	7.873	3.078	3.582	-7.385	-5.943	5.801	-6.160	-2.714	-8.811	3.290	-4.611	3.757	-0.432	-17.503	-5.826
3.629	7.862	3.076	3.581	-12.387	-7.942	0.782	-1.169	3.282	-8.821	7.293	0.374	8.750	-2.430	-12.511	-4.816
4.629	13.852	2.074	5.578	-14.390	-7.943	-2.236	-1.179	3.278	-8.831	9.296	0.358	10.743	-5.427	-10.519	-4.806
4.628	15.841	2.072	8.575	-16.392	-9.943	-2.253	4.811	9.273	-8.841	11.298	9.343	12.737	-10.424	-7.527	-2.795
4.627	17.831	1.069	8.572	-16.394	-10.943	-8.271	7.801	9.269	-8.851	12.302	12.328	12.730	-12.421	-7.536	-1.785
3.626	18.820	0.067	8.570	-16.397	-11.943	-11.288	10.792	11.265	-8.861	13.304	12.313	13.723	-13.418	-2.544	-0.775
3.625	19.810	0.066	7.568	-15.399	-11.943	-14.307	12.783	11.261	-8.870	13.307	16.298	13.717	-15.415	-0.552	0.235
2.625	19.799	-0.937	6.565	-14.401	-11.943	-17.324	14.774	11.256	-8.880	14.310	16.283	11.710	-15.412	1.440	1.245
2.624	18.789	-1.939	4.563	-12.403	-10.942	-19.341	15.764	9.252	-8.890	14.313	16.268	8.704	-14.410	2.432	1.255
3.624	17.778	-2.941	2.560	-9.405	-9.943	-20.358	16.755	8.248	-9.899	14.316	15.253	5.697	-13.406	2.424	1.265
3.623	15.768	-3.944	1.558	-7.408	-8.943	-21.377	15.746	5.244	-9.909	14.320	14.238	1.690	-11.403	3.416	1.275
5.623	11.757	-5.945	-0.444	-4.410	-7.942	-21.394	14.737	3.240	-9.918	14.323	14.223	-3.316	-9.401	3.408	0.286
6.622	11.747	-6.947	-1.447	-2.411	-6.942	-20.411	12.728	-2.764	-9.927	14.326	13.209	-12.323	-5.398	2.400	-0.705
8.622	8.736	-8.949	-2.449	-1.413	-4.941	-18.428	9.719	-2.767	-8.936	14.330	12.194	-12.329	-2.394	2.391	-1.695
10.620	4.726	-8.952	-3.452	-0.415	-2.941	-17.446	1.710	-4.771	-7.946	13.333	11.179	-16.335	5.608	1.383	-2.685
12.620	1.715	-10.954	-3.454	-0.417	-2.940	-14.462	1.702	-6.775	-7.955	12.337	12.165	-20.342	5.611	0.375	-5.675
15.619	1.705	-12.955	-3.456	-3.419	-0.940	-11.479	-2.306	-9.779	-5.964	11.340	13.150	-24.348	8.615	-2.633	-5.664
17.619	-0.306	-13.957	-3.458	-5.421	-0.940	-9.496	-7.315	-10.782	-4.973	11.344	14.135	-25.355	10.618	-4.641	-6.654
19.618	-3.315	-13.959	-4.460	-8.423	0.061	-9.513	-15.324	-10.786	-2.981	9.347	17.121	-24.360	13.620	-5.649	-5.644
21.618	-3.326	-13.962	-5.463	-8.424	1.061	-8.530	-18.332	-10.790	-1.990	9.351	19.106	-24.367	13.624	-5.657	-4.634
24.618	-4.336	-12.964	-6.465	-13.426	3.063	-7.547	-20.341	-9.793	-0.998	7.354	19.091	-21.374	13.627	-7.665	-3.624
24.617	-4.347	-12.965	-7.467	-15.428	4.063	-7.563	-22.348	-8.796	-1.007	6.359	22.077	-17.379	11.630	-7.673	-0.613
24.616	-3.357	-10.967	-8.469	-16.430	5.063	-7.579	-22.356	-6.800	-1.015	5.363	23.063	-14.386	9.634	-7.681	2.397
24.615	-3.368	-9.969	-9.472	-17.431	7.065	-8.597	-22.365	-4.803	-0.024	4.366	22.049	-10.391	6.636	-7.688	6.407
22.615	-1.378	-6.971	-11.474	-17.433	8.065	-8.613	-20.373	-2.806	-1.032	3.371	22.034	-5.398	4.639	-7.696	10.418
20.614	-0.388	-4.973	-12.476	-16.435	10.066	-9.629	-18.381	-0.810	-2.041	2.374	20.020	-1.403	1.643	-6.704	14.428
17.614	0.602	-1.974	-13.478	-14.436	10.067	-10.645	-16.388	2.187	-2.049	2.379	18.006	2.590	-0.354	-5.712	18.437
17.614	1.591	3.024	-13.480	-9.437	11.069	-9.661	-13.396	4.184	-3.057	2.382	14.992	9.584	-2.351	-2.720	21.447
10.613	2.581	5.022	-13.482	-9.439	11.069	-9.678	-9.404	7.181	-4.066	2.387	12.977	9.579	-4.347	-2.728	24.458
7.613	3.571	8.020	-13.484	-5.440	9.070	-8.694	-6.412	9.178	-6.074	2.391	9.964	12.572	-5.344	-1.736	26.468
3.611	2.561	8.019	-13.487	-2.441	7.071	-7.710	-2.419	12.175	-6.082	3.396	6.950	15.567	-4.341	-0.743	26.478
-0.389	2.550	11.017	-12.488	4.557	5.072	-3.726	0.574	15.172	-6.090	4.399	6.935	16.561	-4.337	0.249	26.489
-3.389	2.540	12.015	-12.490	6.556	2.074	-1.743	2.567	16.169	-6.098	5.404	5.922	17.555	-2.334	1.241	25.499
-6.390	0.530	12.013	-11.492	9.554	-1.925	-0.758	6.559	16.167	-6.105	5.409	8.908	18.549	-1.331	1.233	21.509
-9.390	-1.480	12.011	-11.494	11.553	-4.923	-0.774	6.552	17.164	-5.113	6.413	11.894	17.543	-0.329	1.225	18.520
-11.391	-2.491	12.010	-10.497	13.552	-8.922	2.211	7.544	17.161	-5.121	7.418	15.881	16.538	1.676	0.218	15.530
-13.391	-3.501	12.008	-9.498	13.550	-12.921	3.195	7.538	16.159	-4.129	7.423	15.866	15.532	2.679	-0.790	12.541
-13.392	-5.511	11.006	-9.500	14.549	-16.919	4.179	7.531	15.156	-3.136	7.428	23.852	14.527	3.682	-1.798	10.551
-14.393	-6.521	11.004	-8.502	14.548	-19.918	4.163	7.524	15.153	-3.144	7.432	27.839	14.521	4.686	-3.806	8.561
-14.393	-6.532	10.002	-7.504	13.547	-22.916	4.148	6.517	11.150	-3.151	6.437	31.826	13.516	4.689	-4.813	6.572
-13.393	-6.541	9.001	-5.506	12.546	-24.915	4.133	6.511	8.148	-2.159	5.442	34.812	13.510	5.692	-6.822	4.582
-12.394	-6.552	7.999	-5.508	10.544	-26.914	3.117	5.504	6.145	-3.166	3.447	36.799	13.505	5.695	-7.830	4.593
-12.394	-5.562	6.997	-4.509	6.544	-26.912	3.102	4.497	4.143	-3.173	2.452	36.785	14.499	6.699	-9.837	3.602
-11.394	-4.572	5.996	-3.511	6.543	-27.911	3.087	3.490	1.141	-4.180	0.457	36.771	14.493	6.702	-10.845	3.612
-10.395	-3.582	4.995	-2.513	3.542	-26.908	3.072	1.484	-0.862	-5.187	-1.537	30.758	15.488	6.705	-11.853	3.623
-8.396	0.408	3.993	-1.515	1.541	-26.907	3.056	1.478	-2.864	-6.194	-3.533	30.745	16.482	7.709	-11.860	3.633
-7.396	0.398	2.991	-0.517	-3.460	-24.905	3.041	1.472	-5.866	-6.201	-6.527	20.731	18.477	7.713	-12.868	3.644
-6.397	1.387	-0.011	-0.518	-5.460	-22.903	4.026	-0.535	-5.868	-6.208	-7.522	20.719	18.471	8.716	-12.876	3.654
-5.397	3.378	-0.012	-1.520	-6.461	-18.902	4.012	-2.541	-5.870	-5.215	-7.517	8.705	18.467	7.720	-12.883	4.665
-3.397	4.367	-1.013	-1.522	-7.462	-15.899	4.996	-3.546	-5.872	-5.222	-8.512	2.692	18.461	7.723	-12.891	4.675
-0.398	4.358	-2.015	-3.524	-7.463	-12.897	4.982	-4.552	-4.874	-3.229	-8.506	-2.321	17.456	7.726	-11.899	4.686
-0.398	4.347	-3.017	-3.526	-7.464	-9.895	4.967	-4.558	-3.875	-3.235	-7.501	-2.334	16.451	7.730	-10.906	4.696
1.601	4.338	-3.018	-6.528	-7.465	-7.893	4.953	-5.564	-2.877	-0.242	-5.495	-12.348	14.445	5.734	-9.914	4.707
1.601	3.327	-2.019	-8.529	-6.465	-4.891	4.937	-5.569	-1.879	1.752	-3.489	-15.361	13.440	5.737	-7.921	4.717
2.600	2.318	-2.021	-10.531	-5.465	-2.889	3.923	-5.575	0.119	3.745	-0.483	-18.373	11.435	5.740	-6.929	4.728
3.600	1.307	-1.022	-12.532	-3.466	-0.887	1.909	-5.581	0.118	5.739	2.523	-19.386	9.430	4.745	-4.936	4.739
3.600	0.298	-0.024	-13.534	-2.466	0.116	0.895	-4.587	1.116	7.734	5.528	-20.400	7.425	4.748	-2.944	4.749
3.600	0.287	1.974	-14.536	-0.467	1.118	-0.120	-3.592	1.115	8.727	9.534	-20.412	6.420	5.751	-0.951	3.760
2.598	-0.722	2.974	-15.537	1.533	1.120	-2.134	-2.597	0.113	9.721	12.540	-19.425	4.415	5.755	1.041	3.770
1.598	-1.733	4.972	-14.539	3.532	0.123	-3.148	-0.603	-0.888	9.715	16.546	-17.438	3.411	7.759	2.034	2.780
1.598	-0.742	5.970	-14.540	4.532	0.125	-5.162	-0.608	-2.890	8.709	19.552	-16.450	2.405	7.762	4.026	0.791
0.598	-0.753	6.969	-10.542	6.531	0.127	-5.176	0.388	-6.891	7.703	23.558	-13.463	1.401	7.766	5.019	0.801
-0.403	-0.762	6.968	-10.544	6.531	-0.870	-6.191	0.382	-9.892	4.697	23.564	-12.476	1.395	8.770	5.011	-0.188
-0.403	-0.773	5.967	-5.546	6.530	-2.868	-6.205	-0.623	-9.893	-1.309	23.570	-7.488	0.391	8.773	5.004	-1.178
-1.403	0.218	5.965	-2.546	6.530	-2.865	-6.218	-1.628	-9.895	-4.314	23.576	-5.500	0.386	7.777	4.996	-1.167
-2.404	0.208	2.964	-0.548	4.531	-2.862	-5.232	-3.633	-9.896	-4.320	21.583	-5.513	-0.618	7.780	1.989	-1.156
-2.404	0.198	-0.037	2.450	2.531	-2.860	-4.246	-4.637	-6.897	-8.326	18.590	-3.526	-0.624	4.785	0.981	-1.146
-2.405	0.188	-3.038	4.449	0.530	-2.857	-2.260	-6.642	-3.898	-15.331	16.595	0.462	-0.628	2.788	-2.026	0.865
-2.405	1.178	-6.040	5.447	-1.470	-1.854	-1.273	-7.647	2.101	-17.337	12.602	1.450	-1.633	-0.208	-4.033	1.876
-1.405	1.168	-9.041	7.447	-4.470	0.149	0.713	-9.651	8.100	-20.342	9.608	3.437	-1.638	-2.204	-7.041	2.886
-1.405	2.159	-12.043	7.445	-7.470	1.151	1.699	-9.655	16.100	-21.347	5.615	4.426	-2.642	-5.200	-10.048	4.897
-1.406	3.148	-15.043	7.443	-9.470	3.154	2.686	-10.660	25.099	-22.353	2.621	5.413	-3.647	-7.197	-13.056	5.908
-0.407	3.139	-18.045	7.442	-13.471	4.157	4.673	-9.664	32.098	-21.358	-0.371	7.401	-3.651	-9.193	-19.063	5.918
-0.407	4.129	-18.046	6.440	-13.471	6.160	4.660	-8.669	38.097	-20.363	-2.365	8.389	-3.656	-10.189	-19.070	5.929
-0.407	5.119	-19.048	3.440	-15.471	8.163	5.646	-6.672	43.097	-19.368	-4.358	9.377	-4.660	-11.185	-22.078	5.940
-1.407	6.109	-19.048	3.438	-16.471	8.166	5.633	-4.676	48.096	-17.373	-5.352	10.364	-4.665	-10.182	-25.085	4.951
-1.407	7.100	-17.049	1.437	-17.471	8.169	6.620	-2.680	45.096	-15.378	-5.344	10.352	-4.669	-10.178	-27.092	3.960
-1.408	8.089	-15.051	1.435	-17.469	7.173	6.607	0.315	40.095	-13.383	-5.337	11.341	-4.674	-9.173	-29.100	2.971
-1.409	10.080	-13.052	-1.566	-17.469	5.176	4.593	4.312	40.095	-8.387	-5.330	11.329	-4.678	-6.170	-31.107	-0.018
-1.409	10.070	-10.053	-2.568	-16.469	4.178	4.580	4.308	21.094	-5.392	-3.323	11.316	-4.682	-3.166	-31.114	-2.007
-1.409	10.061	-8.054	-3.568	-15.469	1.182	2.568	6.304	10.093	-5.397	0.684	10.305	-4.686	-1.162	-33.122	-1.997
-1.409	11.050	-5.055	-4.569	-14.469	-0.815	1.555	7.301	-1.907	-1.401	2.691	10.293	-4.691	-0.158	-32.129	-1.986
-0.409	11.041	-4.057	-4.571	-13.469	-3.811	-0.458	7.298	-15.908	-0.406	5.698	9.281	-4.695	1.846	-31.136	-2.975
0.590	11.031	-2.057	-5.572	-12.468	-6.808	-1.471	6.294	-26.908	0.590	8.706	7.269	-4.699	3.849	-31.143	-2.964
2.590	11.022	-1.058	-6.573	-10.468	-8.805	-2.483	4.290	-36.908	1.585	10.712	6.258	-3.703	3.854	-27.151	-1.953
2.590	11.012	-1.059	-6.575	-8.468	-10.801	-3.496	2.288	-44.908	1.581	13.720	5.246	-3.708	4.858	-25.158	0.057
6.589	12.002	-1.061	-7.575	-6.468	-11.798	-4.509	0.284	-49.908	1.576	15.727	4.234	-3.711	4.862	-22.165	2.068
6.589	11.992	-1.062	-8.576	-2.466	-13.794	-5.521	-2.719	-53.908	0.572	17.735	2.223	-3.716	4.865	-19.173	3.079
9.589	11.983	-2.062	-8.578	-2.466	-13.790	-5.533	-4.723	-54.908	-0.432	18.742	1.212	-3.719	4.870	-16.180	5.090
10.588	11.973	-2.063	-9.579	-0.465	-13.787	-5.545	-6.725	-53.908	-1.436	19.750	1.200	-4.724	3.874	-12.188	7.101
11.588	10.964	-3.065	-9.580	1.535	-12.783	-5.558	-8.728	-51.908	-5.440	19.758	1.188	-4.727	3.878	-9.195	7.112
11.588	10.953	-4.066	-9.582	2.536	-11.779	-5.570	-9.731	-48.908	-5.444	19.765	1.177	-5.732	2.881	-3.202	8.122
11.588	10.944	-4.066	-8.582	2.536	-10.776	-5.582	-10.733	-45.907	-7.448	17.774	2.166	-5.735	2.886	-3.209	8.133
11.588	8.934	-4.067	-7.583	2.537	-7.772	-5.594	-11.736	-42.907	-11.452	17.781	6.154	-5.740	1.890	0.784	6.144
9.587	5.925	-4.068	-7.584	1.537	-5.768	-5.607	-11.739	-40.907	-13.456	16.789	8.144	-6.743	1.894	0.777	4.155
5.587	3.915	-3.070	-5.585	-0.462	-5.764	-5.619	-11.742	-37.906	-13.459	14.796	10.132	-7.747	1.898	1.770	4.166
5.587	3.906	-2.070	-5.587	-2.460	-4.760	-5.630	-11.744	-37.906	-15.463	13.805	10.121	-7.751	1.902	0.762	3.177
3.587	-2.104	-1.071	-3.587	-4.460	-2.757	-6.642	-11.747	-37.905	-17.466	12.812	16.109	-8.754	1.906	-0.245	0.188
0.587	-5.113	-0.072	-2.588	-4.459	-1.752	-6.655	-11.750	-38.905	-17.470	12.821	18.099	-8.758	1.910	-1.252	-0.801
-4.415	-8.122	-0.073	-1.589	-7.458	-1.748	-6.666	-11.752	-40.904	-17.473	13.828	19.087	-7.762	0.914	-4.259	-0.790
-6.415	-11.133	-0.073	-1.590	-9.458	-2.745	-5.678	-12.754	-41.904	-17.477	14.837	19.076	-7.766	0.919	-7.266	-0.780
-8.415	-14.142	-0.074	-0.591	-9.457	-3.740	-5.689	-12.756	-41.903	-15.480	14.845	20.065	-5.769	-0.077	-9.273	0.230
-10.415	-16.152	-0.075	-0.592	-9.456	-3.736	-4.701	-12.759	-41.903	-13.484	16.853	19.055	-4.773	-1.073	-12.280	2.241
-11.415	-18.161	-1.076	0.408	-8.455	-5.732	-2.713	-13.760	-39.903	-11.487	16.861	18.043	-2.776	-3.069	-15.287	3.252
-12.415	-21.171	-2.076	0.406	-6.454	-6.728	-0.724	-13.762	-36.902	-8.490	17.870	16.032	-0.780	-4.064	-17.294	5.263
-12.416	-21.180	-2.077	0.405	-4.452	-7.724	1.264	-13.764	-32.901	-5.493	18.879	14.021	2.216	-6.060	-19.301	8.274
-12.416	-21.190	-5.078	0.404	1.549	-8.719	3.253	-12.767	-27.900	-2.496	17.887	12.011	8.212	-7.056	-21.308	10.285
-11.416	-21.199	-5.079	0.403	1.550	-8.715	6.242	-11.768	-22.899	1.500	17.895	10.000	8.209	-8.052	-21.315	11.296
-10.416	-19.209	-6.079	-0.598	4.551	-7.711	8.231	-7.770	-15.898	6.497	16.903	7.989	11.205	-9.047	-20.322	13.307
-8.416	-18.218	-6.080	-0.598	6.552	-6.706	11.219	-4.772	-8.897	6.494	14.913	5.979	13.202	-9.043	-19.329	12.318
-5.417	-15.228	-6.081	-1.599	10.553	-6.702	14.208	-4.772	2.104	8.493	10.921	4.968	17.198	-9.039	-16.336	11.329
-5.417	-13.237	-5.082	-2.600	10.554	-2.698	15.197	1.226	6.105	10.490	8.930	3.957	18.195	-7.035	-14.343	11.340
-3.417	-10.247	-4.082	-2.600	10.555	0.308	15.186	4.224	6.106	11.487	8.938	4.946	18.193	-6.030	-11.350	6.351
-0.417	-8.256	-3.083	-3.601	9.556	3.312	15.175	8.222	12.108	10.484	4.947	5.937	18.189	-4.026	-9.357	2.362
1.583	-5.266	-1.084	-4.602	8.558	5.316	13.164	10.222	14.109	10.482	2.955	6.926	17.186	-2.022	-7.364	-0.627
3.582	-2.275	-0.085	-5.602	6.559	8.321	11.153	13.220	14.110	7.479	1.965	6.915	16.182	0.982	-4.371	-3.615
5.582	0.716	1.915	-6.603	3.561	10.326	9.143	15.219	10.112	5.476	0.973	8.904	14.179	2.987	-3.378	-6.604
7.583	3.707	3.914	-6.604	1.562	11.331	6.131	16.218	6.113	2.474	-0.017	8.895	11.175	4.991	-2.385	-8.593
10.583	6.697	5.913	-7.605	-1.437	11.335	3.121	17.217	2.114	-1.529	-0.009	8.884	9.173	6.995	-2.392	-9.582
12.583	9.688	6.912	-7.606	-3.436	11.340	0.110	17.215	-3.884	-4.531	1.001	8.873	7.169	8.999	-2.399	-9.571
13.582	11.678	7.912	-7.607	-5.434	9.345	-2.900	16.214	-10.884	-7.533	1.010	6.863	6.166	12.004	-2.406	-8.560
13.582	14.669	9.912	-7.606	-9.433	9.350	-7.911	15.214	-17.882	-10.535	2.019	5.853	3.163	13.009	-4.412	-6.549
15.582	15.659	9.911	-6.607	-10.430	7.354	-7.922	13.213	-30.880	-14.537	3.028	3.843	3.160	14.013	-5.419	-3.538
15.582	17.650	10.910	-4.608	-10.429	3.360	-11.932	8.212	-30.879	-16.539	4.037	-1.168	3.157	16.017	-7.426	3.473
16.582	18.640	10.910	-2.609	-11.428	1.364	-11.942	8.212	-35.877	-19.541	4.047	-1.178	3.154	17.022	-9.433	7.484
17.581	18.632	10.909	-1.610	-11.426	-0.631	-12.953	6.211	-40.875	-19.543	5.056	-6.187	4.151	18.026	-13.440	10.495
17.581	18.622	10.908	-0.610	-11.425	-1.626	-13.963	4.210	-41.874	-20.545	5.065	-6.198	4.148	18.031	-13.447	10.507
