# MEMS 1	MEMS 2	MEMS 3	MEMS 4bis	MEMS 4	MEMS 5	MEMS 6	MEMS 7	MEMS 8	MEMS 15bis	MEMS 9	MEMS 10bis	MEMS 11bis	MEMS 17bis	MEMS 18bis	MEMS 19bis
7.652926640052598595e-03	6.470002642005091842e-02	-1.953358206555034018e-02	4.043216794125213676e-02	-2.543996256797029232e-02	-3.982304533199029078e-02	-1.467440614481105993e-02	-7.680372429863868700e-02	-7.344833598685578113e-02	2.794093443779160219e-02	6.762525586199102934e-02	5.636630383519344173e-02	-4.636321071119127446e-02	2.345730462898489369e-02	4.724144698064595971e-02	2.734758668287945449e-02
-6.951695037465702165e-02	6.868624081787132012e-03	-5.859741033052911358e-02	-4.745686674233939861e-02	-8.304036786196559994e-02	-8.971427386667463200e-02	2.232684948390430482e-02	1.479743419878361624e-02	-9.279916459826420896e-03	-8.720471121444988002e-04	-3.894274947112897310e-03	-4.114302346282150413e-02	-5.564578665935695362e-02	-2.552459745407589797e-02	-7.522975379210917329e-03	7.738188364815454245e-02
-7.390145972667193364e-02	-6.876072414089165301e-04	-8.369022624851427117e-02	4.261253307240491645e-02	2.449322692076454089e-02	-7.023287562987642896e-02	5.924327644581210695e-02	3.750798372134292458e-02	-8.579119322456859459e-03	-3.703224966488365133e-02	1.672024422746523631e-02	-8.610686318923417570e-02	-5.556287254086798855e-02	7.411110527400718850e-02	-9.122842671312046681e-03	-4.180058988547760007e-02
3.601406882460330555e-02	-3.316709570195396257e-03	-4.152733426497902391e-02	5.533818105117355168e-02	2.761330004592036508e-02	5.568002149525522193e-02	-1.193132156785697492e-02	1.197875557726199060e-02	4.376307548490148552e-02	-5.794746047637362035e-02	6.206282724100184445e-02	6.014452172226863319e-02	-3.083925784162170822e-02	-4.188311653819555558e-02	1.886834874933812287e-02	-1.105719279550180199e-02
8.841870926605623071e-02	6.246439638265736255e-02	-2.952298172625126421e-02	1.950931242468544741e-02	4.648139550952539584e-02	-4.214618803983481710e-02	-8.973344409332603688e-02	2.321198791518755064e-03	4.868030403472407147e-02	8.678297159315506715e-04	1.755343870056423963e-02	-6.718557839325811111e-03	2.910002892068310268e-02	6.121677746327166408e-02	-4.368492144974822633e-02	-4.850562858779008252e-02
-8.192878439754942843e-02	-8.593213843110264483e-02	4.477133573738052187e-03	-2.931160132272686569e-02	-4.268374346782172007e-04	-8.067136779244560296e-02	-5.053991070485716088e-03	-1.284772917478974735e-02	5.079477894485558143e-02	-6.718070037369848480e-02	1.145591394838871152e-01	-1.606599359143448882e-02	5.917173029950618945e-02	4.361439248934281115e-02	-2.954883447355308862e-02	-7.681631859796503314e-02
1.007456896944319488e-02	5.919776514186515792e-02	-1.259081695876472983e-03	-8.228882019922778568e-02	-2.364477630369736169e-02	-8.342573792308474734e-02	-4.525334611807645818e-02	-4.398760349883257606e-03	-1.791090408434908854e-02	2.054527346948890887e-02	-1.337749733701133759e-01	2.877265302831758659e-02	-1.248551227021926086e-02	3.888112016122705766e-02	6.488853938104309667e-03	-4.602082316074371238e-02
-3.114761245310664062e-02	8.713721457154563477e-02	4.342633672328636424e-02	-4.961181884232120087e-02	-1.038512017630659617e-01	-4.405080090455563285e-02	-4.563923233663352147e-02	-1.079287494659221351e-02	-6.530105047202039437e-02	2.567519585515592659e-02	1.807863026963056272e-02	2.339972698720517788e-02	-7.039385171230974625e-02	-4.748214678961662667e-03	4.771830869515459976e-03	6.713503319316374562e-03
-5.112359308491679077e-02	9.813087229295983094e-03	7.165191891604540120e-02	2.546477331565948077e-02	2.650952986230328476e-02	-1.031122597187042467e-02	-2.998077029585236031e-02	-3.036711036466614722e-02	-3.780869891789044590e-02	1.147489878114748467e-03	-4.938685614403673374e-02	8.795500622033091201e-03	5.949917627483256033e-02	3.254204300667132288e-02	-2.594300663801731369e-02	-3.279327757784990249e-02
-7.529077428940084311e-03	5.077348994397502813e-02	-6.154243812737889702e-02	1.628157493375774478e-02	-5.178008486610196498e-02	6.590342259445959583e-02	4.476310791314133675e-02	-1.661073701642258593e-02	-3.756821636992168506e-02	4.283756160897401327e-02	8.609553205150539609e-03	4.540848026059450537e-02	-5.149778035034887486e-02	1.382419762048594765e-03	-6.799764122734551497e-02	-5.277419360952655819e-02
-3.096988821993387417e-02	-4.129769619546888593e-02	4.338751765407625476e-04	-5.954396076664610765e-02	4.824908041682943183e-02	9.332502808361421709e-02	-2.679311928726700598e-02	-4.936136789209812081e-02	-1.797977083487365887e-02	-6.145482210520331751e-02	-3.650867275378322230e-02	-6.513353099476472570e-03	-6.678550449020152768e-02	1.450695117016601379e-02	2.015518253135537355e-02	-9.585880822647158475e-03
-1.457018329633504895e-02	2.712197796159322716e-02	1.494775866924544921e-02	3.858963026445452749e-02	5.195958333958881903e-03	-8.243323307086738994e-02	8.322582894260199121e-03	9.709413402859193298e-02	3.836555052100306881e-03	5.752074729066236625e-02	-1.842296560028091170e-03	-5.158541043626452272e-03	-5.432409166192416622e-02	3.519040573712318293e-02	3.672341296887062650e-02	7.525388745651731548e-02
-3.354762455450542146e-03	-7.541795789673098882e-02	-5.203677402575468056e-03	1.149569384185399334e-01	-8.639232591692450405e-03	-8.046191520185984325e-02	-5.462116802874516369e-02	2.247428667662835014e-02	1.346367390033253487e-02	5.565139901627610269e-02	4.265896264895005507e-02	-1.870865821457974587e-02	2.408724100593737788e-02	4.975257785184095810e-02	2.580152468698821214e-02	9.902260241706950517e-02
1.627946016433738608e-03	2.024177013783241483e-02	4.034110607505176499e-02	-1.631080509932236050e-02	3.172317263851151536e-02	1.099202462503883967e-02	-5.005558024626411556e-02	-5.523719025290697859e-02	6.046768124000586470e-02	-2.992178219613260068e-02	-6.821388583589770016e-02	1.278567990632399620e-01	5.393571266741847836e-02	2.687582800556719692e-02	1.087857834564821650e-02	3.479252078398172889e-03
9.832490175987196324e-04	3.718692366394493048e-02	4.982558665935525252e-03	-1.331978339741983312e-02	3.086582756281984821e-02	-3.649940258485511596e-02	1.584149740723851327e-02	1.482322637954486266e-02	1.593382486445722376e-02	5.908245731193435130e-02	1.421317938285359961e-01	6.070525248102510985e-02	-3.724644637850581946e-02	5.117454030266850584e-02	-3.829239557092690982e-02	1.207743466245921916e-02
